id,uuid,name,description,plan_type_id,plan_status_id,price,display_order,yearly_plan_id,minimum_charge,includes_studio_management,currency_code,created,created_by,last_updated,last_updated_user_id
23,26892e95-3111-4360-8522-dfd1607030d1,"Plan 50,000","",3,1,400.000,4,,,1,USD,2011-08-07 16:56:30.000000,233,2013-11-22 13:37:43.000000,233
284,a418d214-3628-4e2c-999a-1c0fd224e2f8,"BF CAD 50,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,50.000,255,,,1,CAD,2020-09-30 13:08:35.000000,66651,,
37,d16a10d9-5aee-414f-85c1-140230c96e38,"Elise Ellis - (15,000)","",3,2,0.000,35,,,1,USD,2013-04-24 16:46:56.000000,234,2013-08-28 14:15:32.000000,233
121,ed8919a3-9be3-49cd-97cd-0ce684477fc1,"Plan 5,000",Small Studio,1,1,18.000,3,120,,1,EUR,2016-08-29 10:48:56.000000,,,
186,0d10c71e-4bc5-461c-974f-b7924cc39578,High School Seniors,115 songs,6,1,70.000,1,,,0,AUD,2016-08-29 10:48:57.000000,,,
238,f92eddf4-5f87-4cc2-a9a4-236bf1198093,"300,000 Monthly Plan","300,000 monthly photo plan for volume studios in Brazil",1,2,90.000,149,,,1,USD,2018-06-08 16:59:00.000000,27817,2018-08-01 12:54:48.000000,27817
299,48bd6bf9-8a83-4ce1-900d-6139cb8b65b1,"BF AUD 100,000 Yearly",This is a special plan created for Black Friday 2020.,3,2,610.000,255,,,1,AUD,2020-10-01 12:09:22.000000,66651,,
127,3c0c4597-099a-4c5b-9adf-57217c2c53e3,"Plan 100,000",Ideal for studios that shoot A LOT!,1,1,40.000,6,126,,1,EUR,2016-08-29 10:48:56.000000,,,
286,82e5e9a5-533d-4545-8dd4-a01b8de0ca8f,"BF CAD 100,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,57.000,255,,,1,CAD,2020-09-30 13:09:49.000000,66651,,
195,20f33091-93ae-415d-b175-ac19ad739d18,Free Plan,Test the Waters,1,1,0.000,1,,,0,USD,2017-03-27 15:41:34.000000,,,
22,3a230f22-d04a-46f0-8eba-244c4926cc86,"Plan 25,000","",3,1,300.000,3,,,1,USD,2011-08-07 16:55:49.000000,233,2015-11-05 15:39:47.000000,233
2,b7159a63-4082-4988-9f78-3be97035c266,"Plan 5,000",Small Studio,1,1,20.000,3,21,,1,USD,2010-06-03 22:01:17.000000,,2015-03-10 03:01:39.000000,233
247,9830c13f-5ca0-45bb-afcf-5b11e8583f28,"600,000 Monthly Plan",For volume photographers,1,2,300.000,204,,,1,USD,2018-12-04 19:08:38.000000,27817,,
167,64283cdf-4f97-4f3a-9f07-f332517e4427,Free Plan,Test the Waters,1,1,0.000,1,,,0,AUD,2016-08-29 10:48:57.000000,,,
203,abbd1d7d-6f10-4f2d-adbc-7a517920c41a,"Plan 50,000",Full-Time Studio,1,1,25.000,5,202,,1,USD,2017-03-27 15:41:35.000000,,,
74,6e44ba53-e4f3-49cc-8c86-8a1a4d0a9cf1,"PTP - 500,000 Monthly Plan",PTP,1,2,225.000,67,,,1,USD,2014-12-12 20:31:12.000000,234,2015-09-01 15:26:03.000000,27817
315,809849df-1658-4039-a86b-f12eba9bc334,"BF EURO 1,500 Yearly",This is a special plan created for Black Friday 2020.,3,2,90.000,101,,,1,EUR,2020-10-01 12:34:25.000000,66651,,
189,48fd89fd-4be6-47dd-9807-b8d1da0f889f,Boudoir & Fashion,115 songs,5,1,7.000,1,188,,0,AUD,2016-08-29 10:48:57.000000,,,
16,19ecd4ef-33d4-4448-acf2-82d172fe44fe,SelfReflexionTemp,temporary plan for SelfReflexion studio,1,3,0.000,0,,,1,USD,2011-05-06 17:16:02.000000,235,2016-07-26 14:48:57.000000,233
81,3ec27675-024d-491b-857d-44f05be984ac,Unlimited - 6 Photographers,Unlimited Photos,7,2,140.000,89,,,1,USD,2015-09-01 19:21:33.000000,27817,2015-10-02 17:50:06.000000,48172
92,10e1aecf-4b06-4221-bfa8-37bb73a39315,Free Plan,Test the Waters,1,1,0.000,1,,,0,GBP,2016-08-29 10:48:56.000000,,,
239,30dad531-a69d-4b37-bdda-92abc7f3d96b,"400,000 Monthly Plan","400,000 monthly photo plan for volume studios in Brazil",1,2,120.000,150,,,1,USD,2018-08-01 12:54:44.000000,27817,,
227,52bb1dca-53c9-4707-9a39-0967bd4ac6dc,"300,000 Monthly Plan",For volume photographers in the UK,1,2,114.000,75,,,1,GBP,2017-12-01 13:25:12.000000,27817,2019-02-05 19:32:55.000000,27817
47,8f903552-db21-4558-89a6-7f8ec147b2fe,"150,000","",1,3,75.000,65,,,1,USD,2013-11-15 22:01:33.000000,234,2016-07-26 14:45:56.000000,233
113,3738ad4e-5ea3-46e4-a228-4c7da165efbd,Boudoir & Fashion,115 songs,6,1,40.000,1,,,0,GBP,2016-08-29 10:48:56.000000,,,
316,0adc1a91-6313-47c3-8185-cb2c6d1d8ba0,"BF EURO 5,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,18.000,150,,,1,EUR,2020-10-01 12:35:21.000000,66651,,
217,f64d3928-575c-466f-9de4-14aa55749911,Boudoir & Fashion,115 songs,5,1,3.000,1,216,,0,USD,2017-03-27 15:41:35.000000,,2017-10-12 13:10:04.000000,234
183,10fc6b21-b045-4f99-91ad-cde790113a44,Weddings & Love,115 songs,5,1,7.000,1,182,,0,AUD,2016-08-29 10:48:57.000000,,,
104,7c596a62-3d9f-4696-9bb6-0d9232e28ab7,Unlimited - 1 Photographer,Wedding Pro,7,1,38.000,1,103,,1,GBP,2016-08-29 10:48:56.000000,,,
187,bcf2bfc4-b557-44d2-b9a6-3d6a469a0979,High School Seniors,115 songs,5,1,7.000,1,186,,0,AUD,2016-08-29 10:48:57.000000,,,
126,1226b4c1-3d87-409b-ac05-d71b22d925f0,"Plan 100,000","",3,1,400.000,5,,,1,EUR,2016-08-29 10:48:56.000000,,,
325,4f8bca78-adb5-4201-83f8-05b885598254,BF EURO Unlimited Yearly,This is a special plan created for Black Friday 2020.,8,2,450.000,255,,,1,EUR,2020-10-01 12:43:47.000000,66651,,
209,7234b847-6f69-4ea3-a9bd-d127205d55b5,Ultimate (all songs),All songs,5,1,6.000,1,208,,0,USD,2017-03-27 15:41:35.000000,,2017-10-12 13:08:16.000000,234
5,80e04550-982c-44f8-8a48-18ff35088937,"Plan 50,000",Full-Time Studio,1,1,40.000,5,23,,1,USD,2010-06-03 22:01:17.000000,,2015-03-10 03:02:07.000000,233
229,b0b2743c-58c4-4e78-a6c4-c192ec47f793,Unlimited - 4 Photographers,Wedding Pro,7,2,100.000,2,75,,1,USD,2018-04-20 17:30:53.000000,27817,,
1,9abcfa1e-be99-4f58-aa7d-8048d01e471c,"Plan 1,500",Beginner,1,1,10.000,2,20,,1,USD,2010-06-03 22:01:17.000000,,2015-03-10 03:01:27.000000,233
164,b198ab0b-90a5-4763-95d4-bc4bfc1b45ce,Boudoir & Fashion,115 songs,5,1,6.000,1,163,,0,CAD,2016-08-29 10:48:57.000000,,,
237,2b079c93-2a38-4c5c-ad77-8cbc1f0427e3,"200,000 Monthly Plan","200,000 monthly photo plan for volume studios",1,2,80.000,255,,,1,EUR,2018-06-07 14:53:47.000000,27817,,
80,bbfcb5e3-d2d9-45eb-972a-e4c371f457e3,"500,000 Monthly Plan",For volume photographers,1,2,250.000,78,,,1,USD,2015-09-01 15:25:43.000000,27817,2015-09-15 00:55:47.000000,233
106,1e7b9876-4cb7-4e78-87df-805407903a80,Ultimate (all songs),All songs,5,1,8.000,1,105,,0,GBP,2016-08-29 10:48:56.000000,,,
308,59c5e8e7-b991-4fc4-8136-505a9b87bb7c,"BF GBP 50,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,30.000,250,,,1,GBP,2020-10-01 12:25:49.000000,66651,,
138,7683c4ff-21a1-4e7e-b0d0-aa07f5945646,Boudoir & Fashion,115 songs,6,1,50.000,1,,,0,EUR,2016-08-29 10:48:57.000000,,,
144,9dd1fac5-79f0-48f8-a5e1-c41f4c082051,"Plan 1,500",Beginner,1,1,12.000,2,143,,1,CAD,2016-08-29 10:48:57.000000,,,
